"id_fornecedor","id_rel_residuo","residuo","tipo_residuo","acondicionamento","estado_fisico","tecnologia","classe","categoria"
34388,126324,Óleo usado,Líquidos Diversos,Bombona Plástica,Líquido,Reciclagem,II-A,Reciclável
34388,126992,Óleo usado,Líquidos Diversos,Bombona Plástica,Líquido,Reciclagem,II-A,Reciclável
34388,127000,Óleo usado,Líquidos Diversos,Bombona Plástica,Líquido,Reciclagem,II-A,Reciclável
34388,127000,Óleo usado,Líquidos Diversos,Bombona Plástica,Líquido,Reciclagem,II-A,Reciclável
33756,126316,Orgânico,Orgânico,Bombona Plástica,Pastoso,Compostagem,II-A,Reciclável
33756,126317,Não Reciclável,Sólidos Não Recicláveis,Container - 240 Litros,Sólido,Aterro Sanitário,II-A,Não Reciclável
33756,126319,Orgânico,Orgânico,Bombona Plástica,Pastoso,Compostagem,II-A,Reciclável
33756,126320,Não Reciclável,Sólidos Não Recicláveis,Container - 240 Litros,Sólido,Aterro Sanitário,II-A,Não Reciclável
33756,126322,Orgânico,Orgânico,Bombona Plástica,Pastoso,Compostagem,II-A,Reciclável
33756,126323,Não Reciclável,Sólidos Não Recicláveis,Container - 240 Litros,Sólido,Aterro Sanitário,II-A,Não Reciclável
33756,126325,Orgânico,Orgânico,Bombona Plástica,Pastoso,Compostagem,II-A,Reciclável
33756,126326,Não Reciclável,Sólidos Não Recicláveis,Container - 240 Litros,Sólido,Aterro Sanitário,II-A,Não Reciclável
33756,126330,Reciclável,Recicláveis,Container - 240 Litros,Sólido,Reciclagem,II-A,Reciclável
33756,126331,Reciclável,Recicláveis,Container - 240 Litros,Sólido,Reciclagem,II-A,Reciclável
33756,126332,Reciclável,Recicláveis,Container - 240 Litros,Sólido,Reciclagem,II-A,Reciclável
33756,126333,Reciclável,Recicláveis,Container - 240 Litros,Sólido,Reciclagem,II-A,Reciclável
33756,126993,Orgânico,Orgânico,Bombona Plástica,Pastoso,Compostagem,II-A,Reciclável
33756,126994,Reciclável,Recicláveis,Container - 240 Litros,Sólido,Reciclagem,II-A,Reciclável
33756,126995,Não Reciclável,Sólidos Não Recicláveis,Container - 240 Litros,Sólido,Aterro Sanitário,II-A,Não Reciclável
33756,127001,Orgânico,Orgânico,Bombona Plástica,Pastoso,Compostagem,II-A,Reciclável
33756,127001,Orgânico,Orgânico,Bombona Plástica,Pastoso,Compostagem,II-A,Reciclável
33756,127002,Reciclável,Recicláveis,Container - 240 Litros,Sólido,Reciclagem,II-A,Reciclável
33756,127003,Não Reciclável,Sólidos Não Recicláveis,Container - 240 Litros,Sólido,Aterro Sanitário,II-A,Não Reciclável
3658,33148,Reciclável Papel/Papelão,Papéis,Big-Bags,Sólido,Reciclagem,II-A,Reciclável
3658,33148,Reciclável Papel/Papelão,Papéis,Big-Bags,Sólido,Reciclagem,II-A,Reciclável
3658,33149,Reciclável Plástico,Plásticos,Fardos,Sólido,Reciclagem,II-A,Reciclável
3658,65550,Reciclável Metal,Metal Ferroso,Big-Bags,Sólido,Reciclagem,II-B,Reciclável
3658,65550,Reciclável Metal,Metal Ferroso,Big-Bags,Sólido,Reciclagem,II-B,Reciclável
3658,57110,Reciclável Madeira,Madeira,Caçamba Roll On - 28m³,Sólido,Reciclagem,II-B,Reciclável
36032,133671,Reciclável ,Sólidos Diversos,Sacos Plásticos,Sólido,Reciclagem,II-A,Reciclável
3347,36981,Reciclável Plástico,Plásticos,Fardos,Sólido,Reciclagem,II-A,Reciclável
3347,36982,Reciclável Papel/Papelão,Papéis,Fardos,Sólido,Reciclagem,II-A,Reciclável
3347,37062,Reciclável Papel/Papelão,Papéis,Fardos,Sólido,Reciclagem,II-B,Reciclável
3347,37064,Reciclável Plástico,Plásticos,Big-Bags,Sólido,Reciclagem,II-B,Reciclável
3347,36981,Reciclável Plástico,Plásticos,Fardos,Sólido,Reciclagem,II-A,Reciclável
3347,40789,Reciclável Outros,Recicláveis,Granel,Sólido,Reciclagem,II-B,Reciclável
3347,40907,Reciclável Outros,Recicláveis,Granel,Sólido,Reciclagem,II-B,Reciclável
3347,48831,Reciclável Plástico,Plásticos,Fardos,Sólido,Reciclagem,II-B,Reciclável
3347,37062,Reciclável Papel/Papelão,Papéis,Fardos,Sólido,Reciclagem,II-B,Reciclável
3347,36982,Reciclável Papel/Papelão,Papéis,Fardos,Sólido,Reciclagem,II-A,Reciclável
36035,133710,Restos de sobras de alimentos,Orgânico,Caixas Plásticas,Sólido,Aterro Sanitário,II-A,Não Reciclável
36035,133711,"Tintas, solventes, óleos e outros, ou aqueles contaminados oriundos de demolições, reformas e reparo",Sólidos Contaminados,Tambor Metálico,Sólido,Coprocessamento,I,Reciclável
36035,133712,"Estopas, trapos e panos contaminados",Sólidos Contaminados,Tambor Metálico,Sólido,Coprocessamento,I,Reciclável
36035,133713,Lixo doméstico,Orgânico,Baia,Sólido,Aterro Sanitário,II-A,Não Reciclável
36035,133714,Madeira não contaminada,Madeira,Caçamba Poli - 5m³,Sólido,Reciclagem,II-A,Reciclável
36035,133715,Papel não contaminado (reciclável),Papéis,Baia,Sólido,Reciclagem,II-A,Reciclável
36035,133716,Plástico e embalagem plástica não contaminada,Plásticos,Baia,Sólido,Reciclagem,II-A,Reciclável
36035,133712,"Estopas, trapos e panos contaminados",Sólidos Contaminados,Tambor Metálico,Sólido,Coprocessamento,I,Reciclável
36035,133711,"Tintas, solventes, óleos e outros, ou aqueles contaminados oriundos de demolições, reformas e reparo",Sólidos Contaminados,Tambor Metálico,Sólido,Coprocessamento,I,Reciclável
3577,34918,Reciclável Entulho,Construção Civil,"Container - 2,4m³",Sólido,Aterro Comum,II-B,Reciclável
35829,58641,Reciclável Papel/Papelão,Papéis,Fardos,Sólido,Reciclagem,II-A,Reciclável
35829,58642,Reciclável Plástico,Plásticos,Fardos,Sólido,Reciclagem,II-A,Reciclável
35829,58647,Reciclável Metal,Metal Ferroso,Big-Bags,Sólido,Reciclagem,II-B,Reciclável
35829,58642,Reciclável Plástico,Plásticos,Fardos,Sólido,Reciclagem,II-A,Reciclável
35829,58641,Reciclável Papel/Papelão,Papéis,Fardos,Sólido,Reciclagem,II-A,Reciclável
36045,58122,Reciclável Plástico,Plásticos,Fardos,Sólido,Reciclagem,II-A,Reciclável
36045,58121,Reciclável Papel/Papelão,Papéis,Fardos,Sólido,Reciclagem,II-A,Reciclável
32750,122733,Não Reciclável,Sólidos Não Recicláveis,Sacos Plásticos,Sólido,Aterro Sanitário,II-A,Não Reciclável
32750,122736,Não Reciclável,Sólidos Não Recicláveis,Sacos Plásticos,Sólido,Aterro Sanitário,II-A,Não Reciclável
32750,122737,Não Reciclável,Sólidos Não Recicláveis,Sacos Plásticos,Sólido,Reciclagem,II-A,Não Reciclável
32750,122740,Não Reciclável,Sólidos Não Recicláveis,Sacos Plásticos,Sólido,Aterro Sanitário,II-A,Não Reciclável
3349,36979,Lixo Comum,Lixo Comum,"Container - 1,2m³",Sólido,Aterro Comum,II-A,Não Reciclável
3349,36980,Lixo Comum,Lixo Comum,"Container - 1,2m³",Sólido,Aterro Comum,II-A,Não Reciclável
3349,37059,Resíduos Não Recicláveis,Rejeito,"Container - 1,2m³",Sólido,Aterro Industrial,II-A,Não Reciclável
3349,36979,Lixo Comum,Lixo Comum,"Container - 1,2m³",Sólido,Aterro Comum,II-A,Não Reciclável
3349,36980,Lixo Comum,Lixo Comum,"Container - 1,2m³",Sólido,Aterro Comum,II-A,Não Reciclável
3647,35991,Reciclável Entulho,Construção Civil,Caçamba Poli - 5m³,Sólido,Reciclagem,II-B,Reciclável
3647,35993,Lixo Comum,Lixo Comum,"Container - 1,2m³",Sólido,Aterro Comum,II-A,Não Reciclável
3647,36111,Não Reciclável Entulho,Construção Civil,Caçamba Poli - 5m³,Sólido,Aterro Comum,II-B,Não Reciclável
3647,36111,Não Reciclável Entulho,Construção Civil,Caçamba Poli - 5m³,Sólido,Aterro Comum,II-B,Não Reciclável
3647,36111,Não Reciclável Entulho,Construção Civil,Caçamba Poli - 5m³,Sólido,Aterro Comum,II-B,Não Reciclável
3647,36007,Reciclável Tintas,Líquidos Contaminados,Bombona Plástica,Líquido,Coprocessamento,I,Reciclável
3647,59557,Reciclável Entulho,Construção Civil,Caçamba Poli - 5m³,Sólido,Reciclagem,II-B,Reciclável
3647,59558,Lixo Comum,Lixo Comum,"Container - 1,2m³",Sólido,Aterro Comum,II-A,Não Reciclável
3647,59588,Reciclável Entulho,Construção Civil,Caçamba Poli - 5m³,Sólido,Reciclagem,II-B,Reciclável
3647,59589,Resíduos Não Recicláveis,Rejeito,"Container - 1,2m³",Sólido,Aterro Comum,II-A,Não Reciclável
3647,59610,Lixo Comum,Lixo Comum,"Container - 1,2m³",Sólido,Aterro Comum,II-A,Não Reciclável
3647,61790,Entulho Sujo (Não Reciclável),Construção Civil,Caçamba Poli - 5m³,Sólido,Aterro Comum,II-B,Não Reciclável
3647,133105,Compostagem,Orgânico,Caçamba fechada de 26m³,Sólido,Compostagem,II-A,Reciclável
3647,133109,Compostagem,Orgânico,Caçamba fechada de 26m³,Sólido,Compostagem,II-A,Reciclável
3823,37122,Lixo Comum,Lixo Comum,"Container - 1,2m³",Sólido,Aterro Comum,II-A,Não Reciclável
3823,37125,Lixo Comum,Lixo Comum,"Container - 1,2m³",Sólido,Aterro Comum,II-A,Não Reciclável
3823,37127,Lixo Comum,Lixo Comum,"Container - 1,2m³",Sólido,Aterro Comum,II-A,Não Reciclável
3823,37122,Lixo Comum,Lixo Comum,"Container - 1,2m³",Sólido,Aterro Comum,II-A,Não Reciclável
3823,37122,Lixo Comum,Lixo Comum,"Container - 1,2m³",Sólido,Aterro Comum,II-A,Não Reciclável
3823,37125,Lixo Comum,Lixo Comum,"Container - 1,2m³",Sólido,Aterro Comum,II-A,Não Reciclável
3823,37127,Lixo Comum,Lixo Comum,"Container - 1,2m³",Sólido,Aterro Comum,II-A,Não Reciclável
13827,85595,Resíduos de Caixa Separadora e Canaletas,Líquidos Contaminados,Tanque,Líquido,Tratamento de Efluentes - ETE,I,Não Reciclável
13827,85605,Resíduo de Fossa,Líquidos Diversos,Tanque,Líquido,Tratamento de Efluentes - ETE,II-A,Não Reciclável
13827,85640,Latas de Tintas,Embalagem Contaminada,Tambor,Sólido,Blendagem,I,Não Reciclável
13827,85642,Filtro cabine de pintura,Sólidos Contaminados,Tambor,Sólido,Blendagem,I,Não Reciclável
13827,133376,Madeira,Madeira,Granel,Sólido,Reciclagem,II-A,Reciclável
13827,133440,Resíduos de Caixa Separadora e Canaletas,Líquidos Contaminados,Tanque,Líquido,Tratamento de Efluentes - ETE,I,Não Reciclável
13827,123815,Sólidos Contaminados,Sólidos Contaminados,Tambor,Sólido,Coprocessamento,I,Não Reciclável
13827,133834,Solvente,Líquidos Contaminados,Bombona Plástica,Líquido,Blendagem,I,Não Reciclável
13827,85595,Resíduos de Caixa Separadora e Canaletas,Líquidos Contaminados,Tanque,Líquido,Tratamento de Efluentes - ETE,I,Não Reciclável
13827,85605,Resíduo de Fossa,Líquidos Diversos,Tanque,Líquido,Tratamento de Efluentes - ETE,II-A,Não Reciclável
13827,85640,Latas de Tintas,Embalagem Contaminada,Tambor,Sólido,Blendagem,I,Não Reciclável
13827,85642,Filtro cabine de pintura,Sólidos Contaminados,Tambor,Sólido,Blendagem,I,Não Reciclável
13827,133376,Madeira,Madeira,Granel,Sólido,Reciclagem,II-A,Reciclável
13827,133440,Resíduos de Caixa Separadora e Canaletas,Líquidos Contaminados,Tanque,Líquido,Tratamento de Efluentes - ETE,I,Não Reciclável
13827,123815,Sólidos Contaminados,Sólidos Contaminados,Tambor,Sólido,Coprocessamento,I,Não Reciclável
13827,133834,Solvente,Líquidos Contaminados,Bombona Plástica,Líquido,Blendagem,I,Não Reciclável
6270,61837,Perfumaria (líquido),Líquidos Contaminados,Bombona Plástica,Líquido,Blendagem,I,Não Reciclável
6270,133962,Perfumaria / Cosméticos,Sólidos Contaminados,Caixa de Papelão,Sólido,Incineração,I,Não Reciclável
36069,134002,Resíduos Ambulatoriais ,Tipo de Resíduo,Sacos Plásticos,Sólido,Incineração,I,Não Reciclável
36039,133783,Embalagens plásticas contaminadas,Embalagem Contaminada,Tambor,Sólido,Aterro Industrial,I,Não Reciclável
36039,133783,Embalagens plásticas contaminadas,Embalagem Contaminada,Tambor,Sólido,Aterro Industrial,II-A,Não Reciclável
36039,133783,Embalagens plásticas contaminadas,Embalagem Contaminada,Tambor,Sólido,Aterro Industrial,I,Não Reciclável
36039,133784,Filtros de óleo,Sólidos Contaminados,Bombona Plástica,Sólido,Aterro Industrial,I,Não Reciclável
36039,133784,Filtros de óleo,Sólidos Contaminados,Bombona Plástica,Sólido,Triagem e Transbordo,I,Não Reciclável
36039,133786,Filtro de combustível,Sólidos Contaminados,Tambor,Sólido,Aterro Industrial,I,Não Reciclável
36039,133783,Embalagens plásticas contaminadas,Embalagem Contaminada,Tambor,Sólido,Aterro Industrial,I,Não Reciclável
36039,133783,Embalagens plásticas contaminadas,Embalagem Contaminada,Tambor,Sólido,Aterro Industrial,II-A,Não Reciclável
36039,133783,Embalagens plásticas contaminadas,Embalagem Contaminada,Tambor,Sólido,Aterro Industrial,I,Não Reciclável
36102,134498,Aerossóis,Sólidos Diversos,Tambor Metálico,Sólido,Blendagem,I,Reciclável
36102,134498,Aerossóis,Sólidos Diversos,Tambor Metálico,Sólido,Reciclagem,I,Reciclável
1250,32702,Perfume,Resíduos Comerciais,Bombona Plástica,Sólido,Descaracterização,II-A,Reciclável
1250,32703,Perfume,Resíduos Comerciais,Bombona Plástica,Sólido,Descaracterização,II-A,Reciclável
1250,32704,Perfume,Resíduos Comerciais,Bombona Plástica,Sólido,Descaracterização,II-A,Reciclável
1250,32702,Perfume,Resíduos Comerciais,Bombona Plástica,Sólido,Descaracterização,II-A,Reciclável
1250,34914,Reciclável Papel/Papelão,Papéis,Big-Bags,Sólido,Reciclagem,II-A,Reciclável
1250,34915,Reciclável Plástico,Plásticos,Big-Bags,Sólido,Reciclagem,II-A,Reciclável
1250,34916,Reciclável Metal,Metal Ferroso,"Container - 2,4m³",Sólido,Reciclagem,II-A,Reciclável
1250,34917,Reciclável Madeira,Madeira,Caçamba Poli - 5m³,Sólido,Reciclagem,II-A,Reciclável
1250,34919,Reciclável Lâmpadas,Sólidos Contaminados,Caixa de Papelão,Sólido,Armazenamento Temporário,I,Reciclável
1250,34920,Reciclável Outros,Recicláveis,"Container - 2,4m³",Sólido,Reciclagem,II-A,Reciclável
1250,34921,"Reciclável Pilha, Bateria e Eletro Eletrônicos",Sólidos Contaminados,Caixa de Papelão,Sólido,Armazenamento Temporário,I,Reciclável
1250,34922,Reciclável Tintas,Líquidos Contaminados,Tambor,Líquido,Armazenamento Temporário,I,Reciclável
1250,34924,Lixo Comum,Lixo Comum,Container - 240 Litros,Sólido,Aterro Comum,II-A,Não Reciclável
1250,34926,Reciclável Vidro,Vidro,Bombona Plástica,Sólido,Reciclagem,II-A,Reciclável
1250,34927,Resíduos Não Recicláveis,Rejeito,"Container - 2,4m³",Sólido,Aterro Comum,II-A,Não Reciclável
1250,34928,Uniformes/EPI,Resíduo Têxtil,Granel,Sólido,Armazenamento Temporário,II-B,Não Reciclável
1250,34920,Reciclável Outros,Recicláveis,"Container - 2,4m³",Sólido,Reciclagem,II-A,Reciclável
1250,34918,Reciclável Entulho,Construção Civil,"Container - 2,4m³",Sólido,Aterro Comum,II-B,Reciclável
1250,37050,Reciclável Entulho,Construção Civil,Caçamba Poli - 5m³,Sólido,Reciclagem,II-B,Reciclável
1250,37120,MDF Não Recicláveis ,Sólidos Contaminados,Caçamba Poli - 5m³,Sólido,Aterro Industrial,I,Não Reciclável
1250,37120,MDF Não Recicláveis ,Sólidos Contaminados,Caçamba Poli - 5m³,Sólido,Aterro Industrial,I,Não Reciclável
1250,34917,Reciclável Madeira,Madeira,Caçamba Poli - 5m³,Sólido,Reciclagem,II-A,Reciclável
1250,34917,Reciclável Madeira,Madeira,Caçamba Poli - 5m³,Sólido,Reciclagem,II-A,Reciclável
1250,34924,Lixo Comum,Lixo Comum,Container - 240 Litros,Sólido,Aterro Comum,II-A,Não Reciclável
1250,34924,Lixo Comum,Lixo Comum,Container - 240 Litros,Sólido,Aterro Comum,II-A,Não Reciclável
1250,39002,Reciclável Tintas,Líquidos Contaminados,Bombona Plástica,Líquido,Coprocessamento,I,Reciclável
1250,39003,Latas de Tinta,Sólidos Contaminados,Big-Bags,Sólido,Coprocessamento,I,Reciclável
1250,34916,Reciclável Metal,Metal Ferroso,"Container - 2,4m³",Sólido,Reciclagem,II-A,Reciclável
1250,43672,Reciclável Plástico,Plásticos,Big-Bags,Sólido,Reciclagem,II-A,Reciclável
1250,43673,Lixo Comum,Lixo Comum,Granel,Sólido,Aterro Comum,II-A,Não Reciclável
1250,57439,Classe I - IN,Sólidos Contaminados,Bombona Plástica,Sólido,Aterro Industrial,I,Não Reciclável
1250,58611,Classe I - IN,Sólidos Contaminados,Pallet,Sólido,Aterro Industrial,I,Não Reciclável
1250,59015,Reciclável Tintas,Líquidos Contaminados,Bombona Plástica,Líquido,Coprocessamento,I,Reciclável
32652,134518,Aerossóis,Sólidos Diversos,Tambor Metálico,Sólido,Reciclagem,I,Reciclável
5970,56278,Reciclável Entulho,Construção Civil,Caçamba Poli - 5m³,Sólido,Reciclagem,II-B,Reciclável
5970,58703,Reciclável Entulho,Construção Civil,Caçamba Poli - 5m³,Sólido,Reciclagem,II-B,Reciclável
5970,56278,Reciclável Entulho,Construção Civil,Caçamba Poli - 5m³,Sólido,Reciclagem,II-B,Reciclável
5970,58703,Reciclável Entulho,Construção Civil,Caçamba Poli - 5m³,Sólido,Reciclagem,II-B,Reciclável
5970,56278,Reciclável Entulho,Construção Civil,Caçamba Poli - 5m³,Sólido,Reciclagem,II-B,Reciclável
5970,58703,Reciclável Entulho,Construção Civil,Caçamba Poli - 5m³,Sólido,Reciclagem,II-B,Reciclável
7817,72646,Resíduo Poda de Árvore,Sólidos Não Recicláveis,Caçamba fechada de 26m³,Sólido,Compostagem,II-A,Não Reciclável
7817,72656,Metais,Metal,Sacos Plásticos,Sólido,Reciclagem,II-A,Reciclável
7817,72657,Plásticos,Plásticos,Sacos Plásticos,Sólido,Reciclagem,II-A,Reciclável
7817,72658,Madeira,Madeira,Granel,Sólido,Reciclagem,II-A,Reciclável
7817,72660,Papelão,Papéis,Granel,Sólido,Reciclagem,II-A,Reciclável
7817,72660,Papelão,Papéis,Granel,Sólido,Coprocessamento,I,Não Reciclável
7817,72662,Barrica de Papelão ,Papéis,Granel,Sólido,Reciclagem,II-A,Reciclável
7817,72665,Isopor,Recicláveis,Granel,Sólido,Reciclagem,II-B,Reciclável
7817,73559,Resíduo Detergente Diversos ,Líquidos Diversos,Baia,Líquido,Coprocessamento,I,Não Reciclável
7817,76980,Pode de Árvore ,Orgânico,Sacos Plásticos,Sólido,Compostagem,II-A,Reciclável
7817,72656,Metais,Metal,Sacos Plásticos,Sólido,Reciclagem,II-A,Reciclável
7817,72657,Plásticos,Plásticos,Sacos Plásticos,Sólido,Reciclagem,II-A,Reciclável
7817,72658,Madeira,Madeira,Granel,Sólido,Reciclagem,II-A,Reciclável
7817,72660,Papelão,Papéis,Granel,Sólido,Reciclagem,II-A,Reciclável
7817,72660,Papelão,Papéis,Granel,Sólido,Coprocessamento,I,Não Reciclável
7817,72662,Barrica de Papelão ,Papéis,Granel,Sólido,Reciclagem,II-A,Reciclável
7817,72665,Isopor,Recicláveis,Granel,Sólido,Reciclagem,II-B,Reciclável
7817,77165,Tambor de Metal Não Contaminado (Embalagem Secundária) ,Recicláveis,Granel,Sólido,Reciclagem,II-A,Reciclável
7817,77166,Bambona Plástica Não Contaminada,Recicláveis,Granel,Sólido,Reciclagem,II-A,Reciclável
7817,77984,Vidro Comum,Vidro,Granel,Sólido,Reciclagem,II-A,Reciclável
7817,78285,Poda de Árvore,Orgânico,Sacos Plásticos,Sólido,Compostagem,II-A,Reciclável
7817,78297,Bombona Plástica Não Contaminada,Recicláveis,Granel,Sólido,Reciclagem,II-A,Reciclável
7817,123875, Vidro,Vidro,Sacos Plásticos,Sólido,Reciclagem,II-A,Reciclável
7817,123992,Papel,Papéis,Sacos Plásticos,Sólido,Reciclagem,II-B,Reciclável
7817,124000,Cartonagem ,Recicláveis,Sacos Plásticos,Sólido,Reciclagem,II-B,Reciclável
7817,124001,Frascos Plástico,Sólidos Diversos,Sacos Plásticos,Sólido,Reciclagem,II-B,Reciclável
7817,124002,Frasco Plástico Contaminado,Sólidos Contaminados,Sacos Plásticos,Sólido,Coprocessamento,II-A,Não Reciclável
7817,125789,Pallet,Sólidos Diversos,Granel,Sólido,Reciclagem,II-B,Reciclável
7817,125892,Materiais Diversos,Sólidos Diversos,Baia,Sólido,Reciclagem,II-B,Reciclável
7817,126959,Pallet de plástico,Recicláveis,Granel,Sólido,Reciclagem,II-A,Reciclável
3351,37011,Lixo Comum,Lixo Comum,"Container - 1,2m³",Sólido,Aterro Comum,II-A,Não Reciclável
3351,37015,Reciclável Entulho,Construção Civil,Caçamba Poli - 5m³,Sólido,Reciclagem,II-B,Reciclável
3351,37067,Reciclável Vidro,Vidro,Tambor,Sólido,Reciclagem,II-B,Reciclável
3351,37011,Lixo Comum,Lixo Comum,"Container - 1,2m³",Sólido,Aterro Comum,II-A,Não Reciclável
3351,133647,Compostagem,Orgânico,Caçamba Poli - 5m³,Sólido,Compostagem,II-A,Reciclável
3321,32831,Reciclável Plástico,Plásticos,Big-Bags,Sólido,Reciclagem,II-A,Reciclável
3321,32832,Resíduos Não Recicláveis,Rejeito,"Container - 1,2m",Sólido,Aterro Comum,II-A,Não Reciclável
3321,32928,Despesa (R$),Agrícola,Sacarias,Sólido,Inutilização,F,Não Reciclável
3321,33333,Resíduos Não Recicláveis,Rejeito,"Container - 1,2m³",Sólido,Aterro Industrial,II-A,Não Reciclável
3321,33334,Reciclável Madeira,Madeira,Caçamba Roll On - 30m³,Sólido,Reciclagem,II-B,Reciclável
3321,33335,Resíduos Não Recicláveis,Rejeito,"Container - 1,2m³",Sólido,Aterro Industrial,II-A,Não Reciclável
3321,33336,Reciclável Madeira,Madeira,Caçamba Roll On - 30m³,Sólido,Reciclagem,II-B,Reciclável
3321,33337,Reciclável Entulho,Construção Civil,Caçamba Poli 12m³,Sólido,Reciclagem,B,Reciclável
3321,60129,Lixo Comum,Lixo Comum,"Container - 1,2m³",Sólido,Aterro Comum,II-A,Não Reciclável
3321,35965,Lixo Comum,Lixo Comum,"Container - 1,2m³",Sólido,Aterro Comum,II-A,Não Reciclável
3321,39917,Lixo Comum,Lixo Comum,"Container - 1,2m³",Sólido,Aterro Comum,II-A,Não Reciclável
3321,126947,Reciclável Lixo Comum,Lixo Comum,"Container - 1,0m³",Sólido,Blendagem,II-A,Reciclável
3321,127710,Reciclável Lixo Comum,Lixo Comum,"Container - 1,2m³",Sólido,Blendagem,II-A,Reciclável
3321,127712,Reciclável Lixo Comum,Lixo Comum,"Container - 1,2m",Sólido,Blendagem,II-A,Reciclável
3321,129796,Reciclável Lixo Comum,Lixo Comum,Caçamba Poli - 5m³,Sólido,Blendagem,II-A,Reciclável
3321,68062,Lixo Comum,Lixo Comum,"Container - 1,2m³",Sólido,Aterro Comum,II-B,Não Reciclável
3321,68067,Reciclável Entulho,Construção Civil,Caçamba Poli - 5m³,Sólido,Reciclagem,II-B,Reciclável
3321,68070,Reciclável Madeira,Madeira,Caçamba Roll On - 28m³,Sólido,Reciclagem,II-B,Reciclável
6420,60272,Reciclável Papel/Papelão,Papéis,Fardos,Sólido,Reciclagem,II-A,Reciclável
6420,60274,Reciclável Plástico,Plásticos,Fardos,Sólido,Reciclagem,II-A,Reciclável
6420,60277,Reciclável Metal,Metal Ferroso,Big-Bags,Sólido,Reciclagem,II-B,Reciclável
6420,60436,Reciclável Papel/Papelão,Papéis,Fardos,Sólido,Reciclagem,II-A,Reciclável
6420,60438,Reciclável Plástico,Plásticos,Fardos,Sólido,Reciclagem,II-A,Reciclável
6420,60439,Reciclável Metal,Metal Ferroso,Big-Bags,Sólido,Reciclagem,II-B,Reciclável
6420,60441,Reciclável Vidro,Vidro,Tambor,Sólido,Reciclagem,II-B,Reciclável
6420,35992,Entulho Sujo (Não Reciclável),Construção Civil,Caçamba Poli - 5m,Sólido,Aterro Comum,II-B,Não Reciclável
6420,35997,Reciclável Papel/Papelão,Papéis,Caçamba Roll On - 28m³,Sólido,Reciclagem,II-B,Reciclável
6420,35998,Reciclável Plástico,Plásticos,Caçamba Roll On - 28m³,Sólido,Reciclagem,II-B,Reciclável
6420,36000,Reciclável Vidro,Vidro,Bombona Plástica,Sólido,Reciclagem,II-B,Reciclável
6420,35850,Entulho Sujo (Não Reciclável),Construção Civil,Caçamba Poli - 5m³,Sólido,Aterro Comum,II-B,Não Reciclável
6420,35854,Reciclável Papel/Papelão,Papéis,Granel,Sólido,Reciclagem,II-B,Reciclável
6420,35855,Reciclável Plástico,Plásticos,Granel,Sólido,Reciclagem,II-B,Reciclável
6420,35856,Reciclável Vidro,Vidro,Bombona Plástica,Sólido,Reciclagem,II-B,Reciclável
6420,35995,Reciclável Madeira,Madeira,Caçamba Roll On - 40m³,Sólido,Reciclagem,II-B,Reciclável
6420,35996,Reciclável Metal,Metal Ferroso,Bombona Plástica,Sólido,Reciclagem,II-B,Reciclável
6420,41114,Reciclável Madeira,Madeira,Caçamba Roll On - 40m³,Sólido,Reciclagem,II-B,Reciclável
6420,35853,Reciclável Metal,Metal Ferroso,Bombona Plástica,Sólido,Reciclagem,II-B,Reciclável
3361,33151,Reciclável Madeira,Madeira,Baia,Sólido,Biomassa,II-A,Reciclável
33317,60130,Entulho Sujo (Não Reciclável),Construção Civil,Caçamba Poli - 5m³,Sólido,Aterro Comum,II-B,Não Reciclável
33317,60122,Reciclável Entulho,Construção Civil,Caçamba Poli - 5m³,Sólido,Reciclagem,II-B,Reciclável
33317,37792,Entulho Sujo (Não Reciclável),Construção Civil,Caçamba Poli - 5m³,Sólido,Aterro Comum,II-B,Não Reciclável
33317,35962,Reciclável Entulho,Construção Civil,Caçamba Poli - 5m³,Sólido,Reciclagem,II-B,Reciclável
33317,41478,Entulho Sujo (Não Reciclável),Construção Civil,Caçamba Poli - 5m³,Sólido,Aterro Comum,II-B,Não Reciclável
33317,60178,Reciclável Entulho,Construção Civil,Caçamba Poli - 5m³,Sólido,Reciclagem,II-B,Reciclável
33317,60178,Reciclável Entulho,Construção Civil,Caçamba Poli - 5m³,Sólido,Reciclagem,II-B,Reciclável
3725,36031,Reciclável Entulho,Construção Civil,Caçamba Poli - 5m³,Sólido,Reciclagem,II-B,Reciclável
3725,36032,Não Reciclável Entulho,Construção Civil,Caçamba Poli - 5m³,Sólido,Reciclagem,II-B,Reciclável
3725,36034,Madeira,Madeira,Caçamba Roll On - 12m³,Sólido,Reciclagem,II-A,Reciclável
3725,36035,Reciclável Metal,Metal Ferroso,Bombona Plástica,Sólido,Reciclagem,II-B,Reciclável
3725,36035,Reciclável Metal,Metal Ferroso,Bombona Plástica,Sólido,Reciclagem,II-B,Reciclável
3725,36036,Reciclável Papel/Papelão,Papéis,Granel,Sólido,Reciclagem,II-B,Reciclável
3725,36036,Reciclável Papel/Papelão,Papéis,Granel,Sólido,Reciclagem,II-B,Reciclável
3725,36036,Reciclável Papel/Papelão,Papéis,Granel,Sólido,Reciclagem,II-B,Reciclável
3725,36037,Reciclável Plástico,Plásticos,Fardos,Sólido,Reciclagem,II-B,Reciclável
3725,36037,Reciclável Plástico,Plásticos,Fardos,Sólido,Reciclagem,II-B,Reciclável
3725,36037,Reciclável Plástico,Plásticos,Fardos,Sólido,Reciclagem,II-B,Reciclável
